[2024-05-01T18:51:39.860+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-05-01T18:51:39.885+0000] {taskinstance.py:2073} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: weather_data_pipeline.fetch_and_display_data manual__2024-05-01T18:41:38.401188+00:00 [queued]>
[2024-05-01T18:51:39.895+0000] {taskinstance.py:2073} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: weather_data_pipeline.fetch_and_display_data manual__2024-05-01T18:41:38.401188+00:00 [queued]>
[2024-05-01T18:51:39.896+0000] {taskinstance.py:2303} INFO - Starting attempt 3 of 8
[2024-05-01T18:51:39.914+0000] {taskinstance.py:2327} INFO - Executing <Task(PythonOperator): fetch_and_display_data> on 2024-05-01 18:41:38.401188+00:00
[2024-05-01T18:51:39.923+0000] {warnings.py:110} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:61: DeprecationWarning: This process (pid=1089) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-05-01T18:51:39.924+0000] {standard_task_runner.py:63} INFO - Started process 1091 to run task
[2024-05-01T18:51:39.924+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'weather_data_pipeline', 'fetch_and_display_data', 'manual__2024-05-01T18:41:38.401188+00:00', '--job-id', '17', '--raw', '--subdir', 'DAGS_FOLDER/demo.py', '--cfg-path', '/tmp/tmphwdz5xv8']
[2024-05-01T18:51:39.925+0000] {standard_task_runner.py:91} INFO - Job 17: Subtask fetch_and_display_data
[2024-05-01T18:51:39.973+0000] {task_command.py:426} INFO - Running <TaskInstance: weather_data_pipeline.fetch_and_display_data manual__2024-05-01T18:41:38.401188+00:00 [running]> on host a747c391e266
[2024-05-01T18:51:40.076+0000] {taskinstance.py:2644} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='weather_data_pipeline' AIRFLOW_CTX_TASK_ID='fetch_and_display_data' AIRFLOW_CTX_EXECUTION_DATE='2024-05-01T18:41:38.401188+00:00' AIRFLOW_CTX_TRY_NUMBER='3' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-05-01T18:41:38.401188+00:00'
[2024-05-01T18:51:40.077+0000] {taskinstance.py:430} INFO - ::endgroup::
[2024-05-01T18:51:40.087+0000] {base.py:84} INFO - Using connection ID 'postgres_default' for task execution.
[2024-05-01T18:51:40.341+0000] {logging_mixin.py:188} INFO -             date       tavg       tmin       tmax        prcp        wdir       wspd         pres
462   2019-04-08  30.900000  26.300000  31.859149    8.540775  111.088274   5.689065  1010.424374
463   2019-04-09  32.600000  26.000000  38.000000    8.540775  111.088274   5.689065  1010.424374
464   2019-04-10  30.700000  22.000063  31.859149    3.000000  111.088274   5.689065  1010.424374
465   2019-04-11  30.000000  27.000000  38.300000   15.700000  111.088274   5.689065  1010.424374
466   2019-04-12  31.100000  22.000063  31.859149    8.540775  111.088274   5.689065  1010.424374
467   2019-04-13  29.700000  25.600000  31.859149    5.800000  111.088274   5.689065  1010.424374
468   2019-04-14  28.600000  22.000063  31.859149    0.000000  111.088274   5.689065  1010.424374
469   2019-04-15  28.900000  22.000063  31.859149    8.540775  111.088274   5.689065  1010.424374
470   2019-04-16  30.700000  22.600000  31.859149    7.600000  111.088274   5.689065  1010.424374
471   2019-04-17  31.600000  27.200000  31.859149    0.000000  111.088274   5.689065  1010.424374
472   2019-04-18  33.200000  27.500000  31.859149    8.540775  111.088274   5.689065  1010.424374
473   2019-04-19  32.100000  28.700000  31.859149    0.300000  111.088274   5.689065  1010.424374
474   2019-04-20  34.000000  28.600000  31.859149    8.540775  111.088274   5.689065  1010.424374
475   2019-04-21  33.200000  22.000063  31.859149    8.540775  111.088274   5.689065  1010.424374
476   2019-04-22  26.400000  22.000063  31.859149   21.100000  111.088274   5.689065  1010.424374
477   2019-04-23  31.300000  23.700000  31.859149   21.100000  111.088274   5.689065  1010.424374
478   2019-04-24  33.200000  25.400000  31.859149    0.000000  111.088274   5.689065  1010.424374
479   2019-04-25  32.400000  22.000063  31.859149   39.400000  111.088274   5.689065  1010.424374
480   2019-04-26  29.800000  23.100000  31.859149    4.300000  111.088274   5.689065  1010.424374
481   2019-04-27  30.600000  22.000063  35.200000    0.000000  111.088274   5.689065  1010.424374
482   2019-04-28  29.600000  22.000063  31.859149    4.800000  111.088274   5.689065  1010.424374
483   2019-04-29  31.100000  22.400000  31.859149    2.000000  111.088274   5.689065  1010.424374
484   2019-04-30  29.900000  25.900000  36.000000    0.300000  111.088274   5.689065  1010.424374
485   2019-05-01  31.400000  26.600000  37.000000    0.000000  111.088274   5.689065  1010.424374
486   2019-05-02  30.600000  22.000063  37.500000    3.800000  111.088274   5.689065  1010.424374
487   2019-05-03  31.800000  26.500000  36.100000    8.540775  111.088274   5.689065  1010.424374
488   2019-05-04  28.800000  22.000063  31.859149    0.500000  111.088274   5.689065  1010.424374
489   2019-05-05  31.200000  26.600000  31.859149    0.500000  111.088274   5.689065  1010.424374
490   2019-05-06  29.100000  22.000063  31.859149   13.000000  111.088274   5.689065  1010.424374
491   2019-05-07  28.300000  23.600000  33.500000   25.700000  111.088274   5.689065  1010.424374
492   2019-05-08  28.800000  25.300000  31.859149    0.300000  111.088274   5.689065  1010.424374
493   2019-05-09  27.800000  24.400000  32.000000    5.800000  111.088274   5.689065  1010.424374
494   2019-05-10  28.400000  24.500000  31.859149    2.300000  111.088274   5.689065  1010.424374
495   2019-05-11  29.800000  25.700000  31.859149    2.300000  111.088274   5.689065  1010.424374
496   2019-05-12  30.400000  25.500000  34.900000    0.000000  111.088274   5.689065  1010.424374
497   2019-05-13  29.100000  26.600000  32.700000    1.500000  111.088274   5.689065  1010.424374
498   2019-05-14  28.700000  22.000063  31.859149    6.400000  111.088274   5.689065  1010.424374
499   2019-05-15  29.700000  25.500000  33.700000    0.000000  111.088274   5.689065  1010.424374
500   2019-05-16  28.600000  22.000063  31.859149    1.500000  111.088274   5.689065  1010.424374
501   2019-05-17  30.900000  26.000000  31.859149    8.540775  111.088274   5.689065  1010.424374
502   2019-05-18  32.000000  28.100000  36.700000    8.540775  111.088274   5.689065  1010.424374
503   2019-05-19  32.500000  29.000000  31.859149    8.540775  111.088274   5.689065  1010.424374
504   2019-05-20  32.500000  28.100000  31.859149    8.540775  111.088274   5.689065  1010.424374
505   2019-05-21  28.900000  22.000063  34.800000    8.540775  111.088274   5.689065  1010.424374
506   2019-05-22  26.200000  22.500000  31.859149   34.300000  111.088274   5.689065  1010.424374
507   2019-05-23  28.400000  22.000063  31.859149   33.800000  111.088274   5.689065  1010.424374
508   2019-05-24  27.700000  23.800000  31.400000    0.300000  111.088274   5.689065  1010.424374
509   2019-05-25  27.100000  25.400000  31.859149   20.100000  111.088274   5.689065  1010.424374
510   2019-05-26  26.500000  22.000063  31.859149    6.400000  111.088274   5.689065  1010.424374
511   2019-05-27  27.800000  24.800000  31.600000    1.300000  111.088274   5.689065  1010.424374
512   2019-05-28  27.400000  22.000063  31.859149    0.500000  111.088274   5.689065  1010.424374
513   2019-05-29  28.400000  25.100000  32.500000    0.000000  111.088274   5.689065  1010.424374
514   2019-05-30  26.800000  24.500000  31.859149    3.600000  111.088274   5.689065  1010.424374
515   2019-05-31  27.600000  24.200000  31.859149    1.500000  111.088274   5.689065  1010.424374
516   2019-06-01  26.900000  24.600000  31.859149   41.900000  111.088274   5.689065  1010.424374
517   2019-06-02  28.700000  24.400000  32.700000    3.600000  111.088274   5.689065  1010.424374
518   2019-06-03  28.400000  23.500000  31.859149   31.200000  111.088274   5.689065  1010.424374
519   2019-06-04  27.200000  23.300000  31.859149   46.000000  111.088274   5.689065  1010.424374
520   2019-06-05  29.600000  22.000063  34.300000    0.000000  111.088274   5.689065  1010.424374
521   2019-06-06  30.300000  25.000000  31.859149    2.800000  111.088274   5.689065  1010.424374
522   2019-06-07  31.700000  27.200000  31.859149    0.000000  111.088274   5.689065  1010.424374
523   2019-06-08  30.600000  26.700000  34.500000    0.000000  111.088274   5.689065  1010.424374
524   2019-06-09  30.300000  27.200000  33.600000    0.000000  111.088274   5.689065  1010.424374
525   2019-06-10  30.800000  27.500000  31.859149    0.000000  111.088274   5.689065  1010.424374
526   2019-06-11  29.600000  22.000063  34.600000    1.500000  111.088274   5.689065  1010.424374
527   2019-06-12  27.800000  22.000063  31.859149   10.900000  111.088274   5.689065  1010.424374
528   2019-06-13  27.300000  25.100000  31.859149   32.500000  111.088274   5.689065  1010.424374
529   2019-06-14  28.100000  22.000063  31.200000   38.400000  111.088274   5.689065  1010.424374
530   2019-06-15  27.500000  24.200000  31.859149   31.800000  111.088274   5.689065  1010.424374
531   2019-06-16  28.800000  24.400000  31.859149    2.300000  111.088274   5.689065  1010.424374
532   2019-06-17  26.400000  23.500000  30.200000   59.400000  111.088274   5.689065  1010.424374
533   2019-06-18  27.600000  22.000063  31.900000   41.100000  111.088274   5.689065  1010.424374
534   2019-06-19  29.800000  24.000000  31.859149    0.500000  111.088274   5.689065  1010.424374
535   2019-06-20  30.800000  27.000000  35.500000    0.000000  111.088274   5.689065  1010.424374
536   2019-06-21  32.200000  27.100000  36.600000    8.540775  111.088274   5.689065  1010.424374
537   2019-06-22  32.700000  27.700000  31.859149    8.540775  111.088274   5.689065  1010.424374
538   2019-06-23  32.400000  28.900000  31.859149    8.540775  111.088274   5.689065  1010.424374
539   2019-06-24  30.400000  22.000063  33.600000    2.500000  111.088274   5.689065  1010.424374
540   2019-06-25  29.900000  22.000063  31.859149    0.300000  111.088274   5.689065  1010.424374
541   2019-06-26  28.500000  22.000063  33.600000   35.300000  111.088274   5.689065  1010.424374
542   2019-06-27  28.500000  23.600000  31.859149   23.600000  111.088274   5.689065  1010.424374
543   2019-06-28  29.900000  26.100000  31.859149    0.000000  111.088274   5.689065  1010.424374
544   2019-06-29  29.800000  26.000000  34.300000    1.000000  111.088274   5.689065  1010.424374
545   2019-06-30  28.500000  22.000063  31.859149   38.900000  111.088274   5.689065  1010.424374
546   2019-07-01  28.600000  22.000063  31.859149    1.000000  111.088274   5.689065  1010.424374
547   2019-07-02  24.900000  23.500000  27.000000  160.300000  111.088274   5.689065  1010.424374
548   2019-07-03  24.500000  24.000000  31.859149   47.200000  111.088274   5.689065  1010.424374
549   2019-07-04  26.100000  23.500000  31.859149    0.000000  111.088274   5.689065  1010.424374
550   2019-07-05  28.200000  25.000000  31.900000    8.540775  111.088274   5.689065  1010.424374
551   2019-07-06  29.100000  25.400000  31.859149    0.000000  111.088274   5.689065  1010.424374
552   2019-07-07  29.100000  26.500000  31.859149    3.600000  111.088274   5.689065  1010.424374
553   2019-07-08  29.300000  22.000063  34.200000    0.800000  111.088274   5.689065  1010.424374
554   2019-07-09  29.300000  25.400000  31.859149    7.400000  111.088274   5.689065  1010.424374
555   2019-07-10  29.400000  22.000063  31.859149    0.000000  111.088274   5.689065  1010.424374
556   2019-07-11  28.600000  25.500000  32.800000    2.800000  111.088274   5.689065  1010.424374
557   2019-07-12  30.000000  26.700000  31.859149    2.300000  111.088274   5.689065  1010.424374
558   2019-07-13  29.700000  27.000000  31.859149    0.000000  111.088274   5.689065  1010.424374
559   2019-07-14  30.100000  27.400000  31.859149    8.540775  111.088274   5.689065  1010.424374
560   2019-07-15  30.300000  26.500000  31.859149    0.000000  111.088274   5.689065  1010.424374
561   2019-07-16  30.900000  27.000000  31.859149    0.000000  111.088274   5.689065  1010.424374
562   2019-07-17  31.400000  27.800000  31.859149    8.540775  111.088274   5.689065  1010.424374
563   2019-07-18  30.900000  27.700000  34.600000    8.540775  111.088274   5.689065  1010.424374
564   2019-07-19  31.300000  28.200000  31.859149    8.540775  111.088274   5.689065  1010.424374
565   2019-07-20  30.700000  27.600000  34.600000    8.540775  111.088274   5.689065  1010.424374
566   2019-07-21  29.100000  22.000063  31.859149    1.000000  111.088274   5.689065  1010.424374
567   2019-07-22  25.800000  22.000063  31.859149   43.700000  111.088274   5.689065  1010.424374
568   2019-07-23  27.100000  24.000000  31.859149   17.500000  111.088274   5.689065  1010.424374
569   2019-07-24  25.900000  22.900000  28.900000   60.200000  111.088274   5.689065  1010.424374
570   2019-07-25  25.600000  23.800000  31.859149   42.900000  111.088274   5.689065  1010.424374
571   2019-07-26  24.800000  24.500000  31.859149   12.400000  111.088274   5.689065  1010.424374
572   2019-07-27  28.300000  24.200000  32.300000   11.200000  111.088274   5.689065  1010.424374
573   2019-07-28  30.000000  25.400000  34.000000    0.000000  111.088274   5.689065  1010.424374
574   2019-07-29  27.400000  22.000063  31.859149    7.100000  111.088274   5.689065  1010.424374
575   2019-07-30  26.700000  23.200000  30.400000    2.300000  111.088274   5.689065  1010.424374
576   2019-07-31  26.300000  24.200000  31.859149   10.700000  111.088274   5.689065  1010.424374
577   2019-08-01  26.900000  24.500000  30.700000   25.700000  111.088274   5.689065  1010.424374
578   2019-08-02  26.300000  24.800000  31.859149   19.800000  111.088274   5.689065  1010.424374
579   2019-08-03  26.600000  22.000063  29.900000    6.400000  111.088274   5.689065  1010.424374
580   2019-08-04  25.800000  24.200000  31.859149   13.200000  111.088274   5.689065  1010.424374
581   2019-08-05  27.700000  24.200000  31.859149    0.000000  111.088274   5.689065  1010.424374
582   2019-08-06  27.600000  24.100000  31.859149    2.000000  111.088274   5.689065  1010.424374
583   2019-08-07  30.100000  25.800000  34.200000    1.000000  111.088274   5.689065  1010.424374
584   2019-08-08  29.300000  22.000063  34.100000    2.300000  111.088274   5.689065  1010.424374
585   2019-08-09  28.900000  25.000000  33.200000    2.800000  111.088274   5.689065  1010.424374
586   2019-08-10  28.500000  25.000000  31.859149    4.300000  111.088274   5.689065  1010.424374
587   2019-08-11  28.600000  22.000063  32.500000    0.300000  111.088274   5.689065  1010.424374
588   2019-08-12  28.700000  22.000063  31.859149    1.500000  111.088274   5.689065  1010.424374
589   2019-08-13  26.100000  24.000000  31.859149   29.500000  111.088274   5.689065  1010.424374
590   2019-08-14  27.700000  22.000063  31.859149   42.700000  111.088274   5.689065  1010.424374
591   2019-08-15  27.200000  25.000000  31.859149    9.900000  111.088274   5.689065  1010.424374
592   2019-08-16  26.300000  22.000063  31.859149   19.600000  111.088274   5.689065  1010.424374
593   2019-08-17  27.100000  24.100000  30.800000   37.600000  111.088274   5.689065  1010.424374
594   2019-08-18  27.700000  25.100000  31.859149    7.900000  111.088274   5.689065  1010.424374
595   2019-08-19  28.900000  25.700000  31.859149    0.500000  111.088274   5.689065  1010.424374
596   2019-08-20  24.900000  22.000063  31.859149   13.700000  111.088274   5.689065  1010.424374
597   2019-08-21  26.800000  24.000000  30.500000   19.300000  111.088274   5.689065  1010.424374
598   2019-08-22  26.100000  23.900000  29.700000    8.600000  111.088274   5.689065  1010.424374
599   2019-08-23  26.300000  23.500000  31.859149   50.000000  111.088274   5.689065  1010.424374
600   2019-08-24  25.100000  23.700000  27.400000   56.100000  111.088274   5.689065  1010.424374
601   2019-08-25  27.000000  23.900000  32.000000    5.800000  111.088274   5.689065  1010.424374
602   2019-08-26  26.100000  24.600000  31.859149   66.800000  111.088274   5.689065  1010.424374
603   2019-08-27  27.100000  24.000000  31.859149   44.200000  111.088274   5.689065  1010.424374
604   2019-08-28  28.000000  25.100000  31.300000   23.100000  111.088274   5.689065  1010.424374
605   2019-08-29  26.300000  22.000063  31.859149   43.700000  111.088274   5.689065  1010.424374
606   2019-08-30  24.500000  22.000063  31.859149   15.500000  111.088274   5.689065  1010.424374
607   2019-08-31  26.300000  23.300000  31.859149   68.100000  111.088274   5.689065  1010.424374
608   2019-09-01  27.800000  25.000000  31.859149    0.000000  111.088274   5.689065  1010.424374
609   2019-09-02  25.800000  22.000063  27.800000   14.700000  111.088274   5.689065  1010.424374
610   2019-09-03  25.100000  22.000063  25.700000   74.700000  111.088274   5.689065  1010.424374
611   2019-09-04  25.100000  22.000063  31.859149   44.700000  111.088274   5.689065  1010.424374
612   2019-09-05  24.900000  23.800000  31.859149   32.800000  111.088274   5.689065  1010.424374
613   2019-09-06  27.800000  24.600000  31.500000    0.000000  111.088274   5.689065  1010.424374
614   2019-09-07  28.600000  25.700000  33.500000    1.300000  111.088274   5.689065  1010.424374
615   2019-09-08  29.400000  26.000000  31.859149    0.000000  111.088274   5.689065  1010.424374
616   2019-09-09  29.400000  26.700000  33.400000    0.000000  111.088274   5.689065  1010.424374
617   2019-09-10  26.100000  22.000063  28.100000   10.700000  111.088274   5.689065  1010.424374
618   2019-09-11  25.500000  23.000000  31.859149   72.900000  111.088274   5.689065  1010.424374
619   2019-09-12  27.900000  24.100000  33.100000    0.000000  111.088274   5.689065  1010.424374
620   2019-09-13  29.000000  24.600000  31.859149    0.000000  111.088274   5.689065  1010.424374
621   2019-09-14  28.800000  22.000063  31.859149    8.540775  111.088274   5.689065  1010.424374
622   2019-09-15  28.900000  23.500000  34.000000    9.100000  111.088274   5.689065  1010.424374
623   2019-09-16  29.500000  24.400000  34.500000    0.000000  111.088274   5.689065  1010.424374
624   2019-09-17  30.100000  25.600000  35.000000    0.000000  111.088274   5.689065  1010.424374
625   2019-09-18  28.200000  25.500000  32.500000    0.000000  111.088274   5.689065  1010.424374
626   2019-09-19  27.800000  22.000063  31.859149   18.300000  111.088274   5.689065  1010.424374
627   2019-09-20  28.200000  24.000000  34.000000    1.300000  111.088274   5.689065  1010.424374
628   2019-09-21  27.600000  22.000063  34.000000    8.540775  111.088274   5.689065  1010.424374
629   2019-09-22  27.300000  22.000063  31.500000    8.540775  111.088274   5.689065  1010.424374
630   2019-09-23  26.900000  22.000063  31.859149    8.540775  111.088274   5.689065  1010.424374
631   2019-09-24  27.600000  21.100000  31.859149    8.540775  111.088274   5.689065  1010.424374
632   2019-09-25  27.600000  21.600000  33.200000    8.540775  111.088274   5.689065  1010.424374
633   2019-09-26  28.200000  22.000063  31.859149    8.540775  111.088274   5.689065  1010.424374
634   2019-09-27  27.800000  21.800000  34.100000    8.540775  111.088274   5.689065  1010.424374
635   2019-09-28  27.900000  21.500000  33.700000    8.540775  111.088274   5.689065  1010.424374
636   2019-09-29  27.800000  21.800000  34.400000    8.540775  111.088274   5.689065  1010.424374
637   2019-09-30  27.800000  21.300000  31.859149    8.540775  111.088274   5.689065  1010.424374
638   2019-10-01  28.300000  22.500000  34.300000    8.540775  111.088274   5.689065  1010.424374
639   2019-10-02  29.500000  23.600000  34.500000    8.540775  111.088274   5.689065  1010.424374
640   2019-10-03  29.800000  24.700000  31.859149    8.540775  111.088274   5.689065  1010.424374
641   2019-10-04  27.300000  23.000000  31.859149    0.000000  111.088274   5.689065  1010.424374
642   2019-10-05  27.400000  22.000000  31.859149    1.500000  111.088274   5.689065  1010.424374
643   2019-10-06  27.300000  22.000063  34.500000    8.900000  111.088274   5.689065  1010.424374
644   2019-10-07  26.900000  22.300000  31.859149    2.000000  111.088274   5.689065  1010.424374
645   2019-10-08  27.100000  22.700000  31.859149   10.700000  111.088274   5.689065  1010.424374
646   2019-10-09  28.000000  23.000000  31.859149    8.540775  111.088274   5.689065  1010.424374
647   2019-10-10  29.100000  22.900000  31.859149    8.540775  111.088274   5.689065  1010.424374
648   2019-10-11  29.200000  23.100000  31.859149    8.540775  111.088274   5.689065  1010.424374
649   2019-10-12  29.300000  23.800000  34.600000    8.540775  111.088274   5.689065  1010.424374
650   2019-10-13  29.200000  24.100000  34.600000    8.540775  111.088274   5.689065  1010.424374
651   2019-10-14  28.700000  21.700000  31.859149    8.540775  111.088274   5.689065  1010.424374
652   2019-10-15  27.800000  22.000063  31.859149    8.540775  111.088274   5.689065  1010.424374
653   2019-10-16  28.000000  23.600000  32.700000    8.540775  111.088274   5.689065  1010.424374
654   2019-10-17  28.200000  23.100000  33.400000    8.540775  111.088274   5.689065  1010.424374
655   2019-10-18  27.600000  22.200000  31.859149    8.540775  111.088274   5.689065  1010.424374
656   2019-10-19  26.800000  21.800000  31.859149    8.540775  111.088274   5.689065  1010.424374
657   2019-10-20  27.600000  22.400000  31.859149    8.540775  111.088274   5.689065  1010.424374
658   2019-10-21  27.800000  22.000000  33.900000    8.540775  111.088274   5.689065  1010.424374
659   2019-10-22  28.800000  22.000000  31.859149    8.540775  111.088274   5.689065  1010.424374
660   2019-10-23  29.700000  24.600000  35.000000    8.540775  111.088274   5.689065  1010.424374
661   2019-10-24  29.800000  25.600000  34.800000    8.540775  111.088274   5.689065  1010.424374
662   2019-10-25  28.300000  22.000063  33.300000    0.000000  111.088274   5.689065  1010.424374
663   2019-10-26  28.400000  23.300000  33.500000    0.000000  111.088274   5.689065  1010.424374
664   2019-10-27  29.600000  23.100000  34.900000    8.540775  111.088274   5.689065  1010.424374
665   2019-10-28  29.900000  24.800000  31.859149    8.540775  111.088274   5.689065  1010.424374
666   2019-10-29  26.200000  22.000063  31.859149    8.540775  111.088274   5.689065  1010.424374
667   2019-10-30  24.800000  19.100000  31.200000    8.540775  111.088274   5.689065  1010.424374
668   2019-10-31  24.000000  19.200000  31.859149    0.300000  111.088274   5.689065  1010.424374
669   2019-11-01  26.600000  19.900000  31.859149    8.540775  111.088274   5.689065  1010.424374
670   2019-11-02  27.600000  21.700000  33.100000    8.540775  111.088274   5.689065  1010.424374
671   2019-11-03  26.500000  22.000063  31.900000    8.540775  111.088274   5.689065  1010.424374
672   2019-11-04  25.400000  22.000063  30.600000    8.540775  111.088274   5.689065  1010.424374
673   2019-11-05  25.500000  19.800000  32.100000    8.540775  111.088274   5.689065  1010.424374
674   2019-11-06  26.100000  20.100000  31.859149    8.540775  111.088274   5.689065  1010.424374
675   2019-11-07  26.600000  22.000063  31.700000    8.540775  111.088274   5.689065  1010.424374
676   2019-11-08  23.900000  19.100000  31.859149    8.540775  111.088274   5.689065  1010.424374
677   2019-11-09  24.400000  17.900000  31.859149    8.540775  111.088274   5.689065  1010.424374
678   2019-11-10  24.100000  22.000063  30.200000    8.540775  111.088274   5.689065  1010.424374
679   2019-11-11  26.000000  18.300000  31.859149    8.540775  111.088274   5.689065  1010.424374
680   2019-11-12  24.600000  22.000063  31.859149    0.500000  111.088274   5.689065  1010.424374
681   2019-11-13  24.900000  21.000000  31.859149    7.600000  111.088274   5.689065  1010.424374
682   2019-11-14  24.100000  22.000063  28.100000    0.000000  111.088274   5.689065  1010.424374
683   2019-11-15  24.800000  20.400000  31.859149    0.000000  111.088274   5.689065  1010.424374
684   2019-11-16  26.300000  20.000000  31.859149    8.540775  111.088274   5.689065  1010.424374
685   2019-11-17  27.100000  21.000000  33.400000    8.540775  111.088274   5.689065  1010.424374
686   2019-11-18  28.100000  23.900000  31.859149    8.540775  111.088274   5.689065  1010.424374
687   2019-11-19  25.000000  22.000063  30.000000    8.540775  111.088274   5.689065  1010.424374
688   2019-11-20  24.600000  19.200000  31.200000    8.540775  111.088274   5.689065  1010.424374
689   2019-11-21  24.800000  18.500000  31.859149    8.540775  111.088274   5.689065  1010.424374
690   2019-11-22  25.400000  18.400000  31.859149    8.540775  111.088274   5.689065  1010.424374
691   2019-11-23  25.200000  18.500000  31.859149    8.540775  111.088274   5.689065  1010.424374
692   2019-11-24  26.300000  17.700000  31.859149    8.540775  111.088274   5.689065  1010.424374
693   2019-11-25  25.500000  22.000063  32.100000    8.540775  111.088274   5.689065  1010.424374
694   2019-11-26  26.200000  18.200000  32.900000    8.540775  111.088274   5.689065  1010.424374
695   2019-11-27  26.400000  21.400000  32.300000    8.540775  111.088274   5.689065  1010.424374
696   2019-11-28  25.400000  22.000063  31.859149    8.540775  111.088274   5.689065  1010.424374
697   2019-11-29  24.700000  18.000000  31.900000    8.540775  111.088274   5.689065  1010.424374
698   2019-11-30  25.600000  18.900000  31.859149    8.540775  111.088274   5.689065  1010.424374
699   2019-12-01  26.400000  20.500000  33.000000    8.540775  111.088274   5.689065  1010.424374
700   2019-12-02  21.800000  22.000063  29.100000    8.540775  111.088274   5.689065  1010.424374
701   2019-12-03  19.300000  14.300000  25.700000    8.540775  111.088274   5.689065  1010.424374
702   2019-12-04  18.200000  22.000063  25.400000    8.540775  111.088274   5.689065  1010.424374
703   2019-12-05  19.900000  10.800000  31.859149    8.540775  111.088274   5.689065  1010.424374
704   2019-12-06  19.500000  22.000063  31.859149    8.540775  111.088274   5.689065  1010.424374
705   2019-12-07  18.900000  22.000063  24.500000    8.540775  111.088274   5.689065  1010.424374
706   2019-12-08  19.100000  11.800000  25.400000    8.540775  111.088274   5.689065  1010.424374
707   2019-12-09  19.300000  12.700000  25.800000    8.540775  111.088274   5.689065  1010.424374
708   2019-12-10  20.100000  11.600000  27.000000    8.540775  111.088274   5.689065  1010.424374
709   2019-12-11  21.400000  14.600000  28.200000    8.540775  111.088274   5.689065  1010.424374
710   2019-12-12  21.600000  14.600000  31.859149    8.540775  111.088274   5.689065  1010.424374
711   2019-12-13  22.400000  15.200000  30.000000    8.540775  111.088274   5.689065  1010.424374
712   2019-12-14  24.400000  15.400000  31.600000    8.540775  111.088274   5.689065  1010.424374
713   2019-12-15  25.800000  18.600000  32.600000    8.540775  111.088274   5.689065  1010.424374
714   2019-12-16  25.500000  18.100000  31.859149    8.540775  111.088274   5.689065  1010.424374
715   2019-12-17  26.700000  18.800000  32.800000    8.540775  111.088274   5.689065  1010.424374
716   2019-12-18  26.700000  22.100000  32.300000    8.540775  111.088274   5.689065  1010.424374
717   2019-12-19  26.300000  20.100000  31.859149    8.540775  111.088274   5.689065  1010.424374
718   2019-12-20  26.500000  21.700000  31.700000    8.540775  111.088274   5.689065  1010.424374
719   2019-12-21  26.000000  22.000063  32.500000    8.540775  111.088274   5.689065  1010.424374
720   2019-12-22  25.300000  19.000000  31.859149    8.540775  111.088274   5.689065  1010.424374
721   2019-12-23  25.100000  19.000000  32.600000    8.540775  111.088274   5.689065  1010.424374
722   2019-12-24  25.900000  19.300000  31.859149    8.540775  111.088274   5.689065  1010.424374
723   2019-12-25  25.500000  18.700000  31.859149    8.540775  111.088274   5.689065  1010.424374
724   2019-12-26  26.200000  19.100000  31.859149    8.540775  111.088274   5.689065  1010.424374
725   2019-12-27  24.100000  22.000063  31.859149    8.540775  111.088274   5.689065  1010.424374
726   2019-12-28  23.600000  16.400000  31.859149    8.540775  111.088274   5.689065  1010.424374
727   2019-12-29  24.600000  18.300000  31.859149    8.540775  111.088274   5.689065  1010.424374
728   2019-12-30  25.200000  19.200000  31.859149    8.540775  111.088274   5.689065  1010.424374
729   2019-12-31  26.200000  19.000000  31.859149    8.540775  111.088274   5.689065  1010.424374
730   2020-01-01  25.300000  22.000063  30.700000    8.540775  111.088274   5.689065  1010.424374
731   2020-01-02  25.500000  18.900000  31.859149    8.540775  111.088274   5.689065  1010.424374
732   2020-01-03  26.100000  18.600000  31.859149    8.540775  111.088274   5.689065  1010.424374
733   2020-01-04  25.700000  20.400000  31.859149    8.540775  111.088274   5.689065  1010.424374
734   2020-01-05  25.000000  19.600000  31.200000    8.540775  111.088274   5.689065  1010.424374
735   2020-01-06  25.200000  17.600000  31.859149    8.540775  111.088274   5.689065  1010.424374
736   2020-01-07  26.700000  19.100000  33.200000    8.540775  111.088274   5.689065  1010.424374
737   2020-01-08  27.100000  22.000063  33.500000    8.540775  111.088274   5.689065  1010.424374
738   2020-01-09  26.100000  19.100000  31.859149    8.540775  111.088274   5.689065  1010.424374
739   2020-01-10  25.700000  18.500000  33.600000    8.540775  111.088274   5.689065  1010.424374
740   2020-01-11  26.500000  18.000000  31.859149    8.540775  111.088274   5.689065  1010.424374
741   2020-01-12  24.900000  20.100000  31.859149    8.540775  111.088274   5.689065  1010.424374
742   2020-01-13  25.800000  17.500000  32.600000    8.540775  111.088274   5.689065  1010.424374
743   2020-01-14  25.200000  17.800000  31.859149    8.540775  111.088274   5.689065  1010.424374
