,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
1381,2021-10-13,25.2,22.0,29.5,31.2,,343.0,4.7,,1004.5,
1382,2021-10-14,24.3,22.1,26.4,17.5,,94.0,3.3,,1004.3,
1383,2021-10-15,26.2,22.5,29.5,2.3,,83.0,3.9,,1007.2,
1384,2021-10-16,25.5,23.9,28.0,1.8,,18.0,6.2,,1010.4,
1385,2021-10-17,21.3,19.3,24.3,11.2,,344.0,6.8,,1011.7,
1386,2021-10-18,25.6,21.0,31.0,0.3,,11.0,4.6,,1012.6,
1387,2021-10-19,27.5,22.2,32.4,0.0,,60.0,4.6,,1014.4,
1388,2021-10-20,28.6,22.7,34.4,0.0,,31.0,3.2,,1013.6,
1389,2021-10-21,28.4,24.5,33.6,6.7,,113.0,3.9,,1012.1,
1390,2021-10-22,25.9,20.6,31.4,0.0,,43.0,6.0,,1014.9,
1391,2021-10-23,24.2,18.6,29.8,0.0,,42.0,6.2,,1016.4,
1392,2021-10-24,24.7,19.6,30.7,0.0,,19.0,4.0,,1015.6,
1393,2021-10-25,24.8,19.1,31.1,0.0,,56.0,5.7,,1014.1,
1394,2021-10-26,25.6,19.5,31.4,0.0,,62.0,5.0,,1012.9,
1395,2021-10-27,26.4,20.2,32.2,5.8,,344.0,6.0,,1012.3,
1396,2021-10-28,27.1,22.5,31.0,0.0,,30.0,5.8,,1012.4,
1397,2021-10-29,28.2,23.5,33.4,0.0,,48.0,4.1,,1014.0,
1398,2021-10-30,27.1,22.8,33.5,1.5,,50.0,4.4,,1014.1,
1399,2021-10-31,27.8,23.1,32.9,0.0,,46.0,3.7,,1014.1,
1400,2021-11-01,28.0,23.3,33.2,0.0,,64.0,5.9,,1013.7,
1401,2021-11-02,28.3,22.3,33.3,0.0,,76.0,6.8,,1013.8,
1402,2021-11-03,27.8,22.2,33.7,0.0,,78.0,5.6,,1013.0,
1403,2021-11-04,27.3,21.9,32.5,0.0,,71.0,3.1,,1011.9,
1404,2021-11-05,28.1,22.7,33.9,0.0,,23.0,3.4,,1010.0,
1405,2021-11-06,28.6,23.2,33.3,0.0,,98.0,3.7,,1008.0,
1406,2021-11-07,28.6,23.5,34.8,0.0,,85.0,4.6,,1008.9,
1407,2021-11-08,24.4,19.9,30.5,0.0,,66.0,7.9,,1013.0,
1408,2021-11-09,23.8,18.7,29.0,0.0,,53.0,7.3,,1015.4,
1409,2021-11-10,22.8,18.0,28.0,0.0,,50.0,6.8,,1015.5,
1410,2021-11-11,24.8,17.0,29.7,0.0,,71.0,5.7,,1013.9,
1411,2021-11-12,24.6,19.1,30.5,0.0,,35.0,6.1,,1014.6,
1412,2021-11-13,24.0,19.3,29.1,0.0,,43.0,7.5,,1014.7,
1413,2021-11-14,24.4,19.3,30.0,0.0,,73.0,6.0,,1014.3,
1414,2021-11-15,25.7,19.6,31.2,0.3,,82.0,5.3,,1012.4,
1415,2021-11-16,26.2,21.0,30.9,0.0,,60.0,7.3,,1012.2,
1416,2021-11-17,27.4,20.9,32.5,0.7,,57.0,5.1,,1012.7,
1417,2021-11-18,25.0,20.6,29.8,0.0,,51.0,5.9,,1012.0,
1418,2021-11-19,26.1,19.5,32.1,0.0,,65.0,4.0,,1009.6,
1419,2021-11-20,27.6,21.8,33.0,0.0,,122.0,4.1,,1008.5,
1420,2021-11-21,28.0,22.2,34.0,0.0,,93.0,4.8,,1009.9,
1421,2021-11-22,27.0,22.0,33.0,0.0,,68.0,9.1,,1012.5,
1422,2021-11-23,22.9,18.6,28.4,0.0,,58.0,8.8,,1015.1,
1423,2021-11-24,21.9,17.1,28.1,0.0,,23.0,6.4,,1016.2,
1424,2021-11-25,22.6,16.5,28.7,0.0,,67.0,5.6,,1015.6,
1425,2021-11-26,21.4,16.7,27.8,0.0,,74.0,6.0,,1015.5,
1426,2021-11-27,22.3,15.8,28.4,0.0,,57.0,6.7,,1016.0,
1427,2021-11-28,22.9,16.5,29.5,0.0,,34.0,5.8,,1015.1,
1428,2021-11-29,22.6,16.9,30.4,0.0,,28.0,6.5,,1014.3,
1429,2021-11-30,23.1,17.5,28.0,0.0,,36.0,8.0,,1015.4,
1430,2021-12-01,21.2,16.3,27.6,0.0,,57.0,8.3,,1017.1,
1431,2021-12-02,20.4,13.5,26.5,0.0,,57.0,7.0,,1018.1,
1432,2021-12-03,19.3,12.2,26.1,0.0,,46.0,7.9,,1019.3,
1433,2021-12-04,19.3,11.7,26.7,0.0,,50.0,8.6,,1019.0,
1434,2021-12-05,19.9,11.9,28.0,0.0,,40.0,6.2,,1018.1,
1435,2021-12-06,19.9,13.1,28.2,0.0,,41.0,6.3,,1017.4,
1436,2021-12-07,20.3,11.8,27.5,0.0,,58.0,6.5,,1017.5,
1437,2021-12-08,22.2,14.0,29.2,0.0,,42.0,5.3,,1017.5,
1438,2021-12-09,24.1,17.3,29.7,0.0,,29.0,8.0,,1017.8,
1439,2021-12-10,23.0,17.2,29.4,0.0,,50.0,7.1,,1016.9,
1440,2021-12-11,22.9,16.0,29.6,0.0,,76.0,7.7,,1016.9,
1441,2021-12-12,23.7,16.3,29.4,0.0,,32.0,8.3,,1017.4,
1442,2021-12-13,21.7,17.3,27.6,0.0,,55.0,8.7,,1017.5,
1443,2021-12-14,22.1,15.1,29.7,0.0,,44.0,5.6,,1015.2,
1444,2021-12-15,24.2,16.7,30.0,0.0,,0.0,4.1,,1013.0,
1445,2021-12-16,25.5,18.2,31.5,0.0,,72.0,5.1,,1012.7,
1446,2021-12-17,25.1,19.5,29.8,0.0,,52.0,9.6,,1014.8,
1447,2021-12-18,22.7,17.7,28.0,0.0,,51.0,9.3,,1016.5,
1448,2021-12-19,20.4,17.0,24.9,0.0,,39.0,7.8,,1016.9,
1449,2021-12-20,20.8,15.9,27.0,0.0,,350.0,3.8,,1014.8,
1450,2021-12-21,23.3,15.0,28.5,0.0,,81.0,5.2,,1014.6,
1451,2021-12-22,23.4,16.5,29.2,0.0,,101.0,5.6,,1014.3,
1452,2021-12-23,23.7,16.8,30.0,0.0,,77.0,5.3,,1013.5,
1453,2021-12-24,24.6,17.1,31.0,0.0,,49.0,4.7,,1013.3,
1454,2021-12-25,24.7,18.9,29.5,0.0,,56.0,6.3,,1015.0,
1455,2021-12-26,24.2,20.1,29.8,0.0,,55.0,7.4,,1017.1,
1456,2021-12-27,21.7,17.0,27.7,0.0,,59.0,8.7,,1019.0,
1457,2021-12-28,21.1,14.2,28.8,0.0,,60.0,4.7,,1018.8,
1458,2021-12-29,22.7,15.5,30.2,0.0,,68.0,6.2,,1018.3,
1459,2021-12-30,22.1,15.9,28.3,0.0,,49.0,6.6,,1019.6,
1460,2021-12-31,21.8,15.4,27.0,0.0,,51.0,6.9,,1019.9,
1461,2022-01-01,22.4,15.7,28.5,0.0,,50.0,8.4,,1019.1,
1462,2022-01-02,21.9,15.7,28.1,0.0,,41.0,7.2,,1018.5,
1463,2022-01-03,22.5,15.0,29.5,0.0,,68.0,7.5,,1016.6,
1464,2022-01-04,22.5,17.2,28.9,0.0,,60.0,5.9,,1015.7,
1465,2022-01-05,23.6,15.6,31.2,0.0,,53.0,4.1,,1014.3,
1466,2022-01-06,24.7,16.5,31.1,0.0,,81.0,7.6,,1014.5,
1467,2022-01-07,23.9,18.6,30.9,0.0,,83.0,8.5,,1016.0,
1468,2022-01-08,24.2,17.0,30.7,0.0,,57.0,6.6,,1015.4,
1469,2022-01-09,24.4,17.7,31.9,0.0,,73.0,6.3,,1013.9,
1470,2022-01-10,24.8,17.6,31.6,0.0,,63.0,4.3,,1013.8,
1471,2022-01-11,23.1,17.1,29.5,0.0,,77.0,10.0,,1015.6,
1472,2022-01-12,23.2,15.0,30.6,0.0,,104.0,5.4,,1016.1,
1473,2022-01-13,23.9,16.9,30.2,0.0,,82.0,9.5,,1016.2,
1474,2022-01-14,23.7,16.1,30.8,0.0,,70.0,5.2,,1015.4,
1475,2022-01-15,24.1,17.4,31.2,0.0,,90.0,6.4,,1014.5,
1476,2022-01-16,26.0,19.0,31.0,0.0,,85.0,6.1,,1014.6,
1477,2022-01-17,24.3,18.7,31.3,0.0,,80.0,9.3,,1015.2,
1478,2022-01-18,21.9,17.1,28.4,0.0,,77.0,7.6,,1016.6,
1479,2022-01-19,20.8,14.8,29.0,0.0,,86.0,6.3,,1015.4,
1480,2022-01-20,23.6,14.8,29.3,0.1,,87.0,6.5,,1013.3,
1481,2022-01-21,21.9,18.4,25.4,0.2,,75.0,5.3,,1012.9,
1482,2022-01-22,23.6,18.6,28.6,0.3,,340.0,3.6,,1010.9,
1483,2022-01-23,23.2,20.0,29.3,1.6,,12.0,3.4,,1010.7,
1484,2022-01-24,24.4,18.5,31.7,2.8,,15.0,3.7,,1010.8,
1485,2022-01-25,26.1,19.2,32.8,0.0,,95.0,5.2,,1011.1,
1486,2022-01-26,25.3,17.9,32.5,0.0,,85.0,4.7,,1011.5,
1487,2022-01-27,26.2,19.0,34.8,0.0,,83.0,5.5,,1011.5,
1488,2022-01-28,25.9,18.4,32.9,0.0,,101.0,5.3,,1011.4,
1489,2022-01-29,26.9,19.1,33.1,0.0,,43.0,5.5,,1009.4,
1490,2022-01-30,24.5,19.6,30.0,0.0,,91.0,9.4,,1010.5,
1491,2022-01-31,22.2,17.8,28.0,0.4,,98.0,8.4,,1011.9,
1492,2022-02-01,20.8,18.1,24.0,1.0,,100.0,7.3,,1013.5,
1493,2022-02-02,22.9,17.7,28.4,0.0,,92.0,7.2,,1014.0,
1494,2022-02-03,20.4,16.4,26.5,1.0,,101.0,7.4,,1014.6,
1495,2022-02-04,21.5,17.2,27.4,0.0,,74.0,9.5,,1016.1,
1496,2022-02-05,20.0,15.0,26.6,0.0,,77.0,7.3,,1016.5,
1497,2022-02-06,23.4,15.5,30.5,0.0,,87.0,6.8,,1015.1,
1498,2022-02-07,26.2,17.7,31.5,0.0,,94.0,3.3,,1012.5,
1499,2022-02-08,27.2,20.1,33.6,0.0,,91.0,5.4,,1011.7,
1500,2022-02-09,25.6,20.2,33.6,0.0,,89.0,9.0,,1012.6,
1501,2022-02-10,26.8,19.5,34.0,0.0,,89.0,4.7,,1011.9,
1502,2022-02-11,26.7,20.1,33.6,0.0,,96.0,8.2,,1010.9,
1503,2022-02-12,27.3,22.2,33.4,1.1,,70.0,6.3,,1010.4,
1504,2022-02-13,26.7,22.5,31.3,2.5,,82.0,6.9,,1009.0,
1505,2022-02-14,22.2,18.4,29.1,0.4,,76.0,7.9,,1012.4,
1506,2022-02-15,25.5,16.6,30.5,0.0,,86.0,5.3,,1012.2,
1507,2022-02-16,22.0,18.9,25.4,0.3,,52.0,3.4,,1010.5,
1508,2022-02-17,24.5,21.3,28.0,1.5,,346.0,2.4,,1009.0,
1509,2022-02-18,28.1,22.4,33.2,0.0,,37.0,3.4,,1009.2,
1510,2022-02-19,24.1,17.3,32.2,36.0,,75.0,5.7,,1010.6,
1511,2022-02-20,16.4,13.4,18.6,4.8,,91.0,8.9,,1013.8,
1512,2022-02-21,17.9,13.0,21.5,5.8,,74.0,5.0,,1016.5,
1513,2022-02-22,19.6,15.3,25.3,0.0,,83.0,7.7,,1017.7,
1514,2022-02-23,18.2,11.9,25.6,0.0,,74.0,8.9,,1020.2,
1515,2022-02-24,19.3,12.8,26.1,0.0,,67.0,9.6,,1020.9,
1516,2022-02-25,20.9,12.9,27.2,0.0,,75.0,9.0,,1019.6,
1517,2022-02-26,23.3,16.7,30.5,0.0,,84.0,8.6,,1017.8,
1518,2022-02-27,21.5,13.7,31.0,0.0,,89.0,7.4,,1016.2,
1519,2022-02-28,24.7,16.0,33.0,0.0,,75.0,4.7,,1013.8,
1520,2022-03-01,26.9,18.0,35.0,0.0,,91.0,5.8,,1012.6,
1521,2022-03-02,26.8,22.2,33.6,0.0,,93.0,10.5,,1013.4,
1522,2022-03-03,27.2,21.4,33.8,0.0,,88.0,6.4,,1012.1,
1523,2022-03-04,28.2,20.4,34.6,0.0,,113.0,4.5,,1010.3,
1524,2022-03-05,29.6,21.9,35.9,0.0,,122.0,6.1,,1008.7,
1525,2022-03-06,29.8,24.1,36.0,0.1,,82.0,5.1,,1009.2,
1526,2022-03-07,24.9,20.4,29.4,14.5,,75.0,6.5,,1012.7,
1527,2022-03-08,23.3,19.1,29.9,0.0,,67.0,6.5,,1013.2,
1528,2022-03-09,25.7,18.1,32.5,0.0,,97.0,4.8,,1011.1,
1529,2022-03-10,26.3,19.7,32.7,0.0,,88.0,8.6,,1010.2,
1530,2022-03-11,26.7,20.0,32.5,0.0,,93.0,8.5,,1009.4,
1531,2022-03-12,28.6,21.5,35.5,0.0,,119.0,6.0,,1008.2,
1532,2022-03-13,29.5,22.6,35.9,0.0,,122.0,6.2,,1008.0,
1533,2022-03-14,30.0,23.6,36.5,0.0,,99.0,6.2,,1007.9,
1534,2022-03-15,29.2,25.1,35.6,0.1,,113.0,7.2,,1006.9,
1535,2022-03-16,27.1,23.5,32.0,0.6,,116.0,4.3,,1007.5,
1536,2022-03-17,28.5,23.0,34.1,0.0,,4.0,4.3,,1007.5,
1537,2022-03-18,26.4,23.0,34.1,19.3,,34.0,5.4,,1008.2,
1538,2022-03-19,28.2,22.0,33.4,0.0,,104.0,4.1,,1007.1,
1539,2022-03-20,29.2,23.8,33.6,0.0,,131.0,5.1,,1007.6,
1540,2022-03-21,27.8,24.8,34.5,17.8,,117.0,5.0,,1009.5,
1541,2022-03-22,28.2,24.5,34.8,0.0,,131.0,5.1,,1010.0,
1542,2022-03-23,25.4,23.3,32.4,20.8,,72.0,4.6,,1010.7,
1543,2022-03-24,26.6,22.6,32.4,0.8,,96.0,4.9,,1009.7,
1544,2022-03-25,26.2,23.9,32.5,7.6,,125.0,4.8,,1009.7,
1545,2022-03-26,28.4,24.1,34.5,0.3,,113.0,4.6,,1010.4,
1546,2022-03-27,29.5,24.4,35.9,0.0,,73.0,5.0,,1010.2,
1547,2022-03-28,24.3,20.7,31.0,17.0,,79.0,7.4,,1012.6,
1548,2022-03-29,26.6,21.1,31.5,0.2,,115.0,4.8,,1011.7,
1549,2022-03-30,29.4,22.4,34.5,0.0,,53.0,4.2,,1010.7,
1550,2022-03-31,29.7,25.2,34.5,1.5,,48.0,6.9,,1010.9,
1551,2022-04-01,23.7,18.0,29.4,10.0,,11.0,7.0,,1013.1,
1552,2022-04-02,19.6,17.6,20.7,3.8,,19.0,6.6,,1018.0,
1553,2022-04-03,22.2,16.9,27.0,0.0,,51.0,9.1,,1017.6,
1554,2022-04-04,23.7,17.5,30.4,0.7,,54.0,6.7,,1017.1,
1555,2022-04-05,26.4,18.7,32.3,0.0,,77.0,8.7,,1016.0,
1556,2022-04-06,27.4,21.2,33.5,0.0,,66.0,8.4,,1014.9,
1557,2022-04-07,26.3,20.1,32.5,0.0,,66.0,8.4,,1013.9,
1558,2022-04-08,27.1,19.5,33.2,0.0,,76.0,7.5,,1012.9,
1559,2022-04-09,26.9,19.5,34.5,0.0,,76.0,7.6,,1010.6,
1560,2022-04-10,26.9,20.2,33.5,0.0,,140.0,4.0,,1009.1,
1561,2022-04-11,29.0,20.1,35.7,0.0,,142.0,5.6,,1007.9,
1562,2022-04-12,27.7,22.0,34.5,0.6,,147.0,5.7,,1006.9,
1563,2022-04-13,28.8,23.8,33.7,11.9,,96.0,4.4,,1005.9,
1564,2022-04-14,29.6,25.4,35.2,0.0,,95.0,4.7,,1006.2,
1565,2022-04-15,29.9,25.1,36.4,0.4,,112.0,6.1,,1006.7,
1566,2022-04-16,28.7,24.9,33.5,0.7,,118.0,6.3,,1007.3,
1567,2022-04-17,28.1,25.1,33.5,1.5,,31.0,4.1,,1009.6,
1568,2022-04-18,27.4,21.8,31.9,0.3,,85.0,9.0,,1011.9,
1569,2022-04-19,25.9,19.9,33.1,0.0,,78.0,7.3,,1013.2,
1570,2022-04-20,28.4,20.8,33.7,0.4,,97.0,6.5,,1011.6,
1571,2022-04-21,29.1,21.9,34.1,2.2,,94.0,5.6,,1010.0,
1572,2022-04-22,25.8,22.5,32.7,57.7,,121.0,4.4,,1010.0,
1573,2022-04-23,29.9,23.8,34.5,20.3,,150.0,4.4,,1008.3,
1574,2022-04-24,30.9,26.8,36.0,0.0,,145.0,5.3,,1006.5,
1575,2022-04-25,29.0,26.4,33.5,0.0,,138.0,4.9,,1006.3,
1576,2022-04-26,30.5,27.5,36.1,0.0,,142.0,5.0,,1006.1,
1577,2022-04-27,31.8,27.5,37.0,0.5,,101.0,5.0,,1006.5,
1578,2022-04-28,31.7,25.1,38.0,0.0,,124.0,4.5,,1006.3,
1579,2022-04-29,30.5,24.2,34.1,0.0,,74.0,4.6,,1007.5,
1580,2022-04-30,30.0,24.9,35.4,0.0,,95.0,5.4,,1007.5,
1581,2022-05-01,25.7,21.6,33.5,12.7,,31.0,4.6,,1007.9,
1582,2022-05-02,20.2,18.6,22.2,20.6,,4.0,3.2,,1011.9,
1583,2022-05-03,23.5,18.8,27.8,0.3,,83.0,5.9,,1013.4,
1584,2022-05-04,25.2,17.0,31.5,2.0,,103.0,4.4,,1012.1,
1585,2022-05-05,29.2,21.8,35.0,0.0,,69.0,5.1,,1009.3,
1586,2022-05-06,29.2,24.1,34.5,0.0,,100.0,5.7,,1009.0,
1587,2022-05-07,28.1,23.3,33.8,1.5,,87.0,5.5,,1009.0,
1588,2022-05-08,27.8,24.3,32.1,2.0,,28.0,3.4,,1009.2,
1589,2022-05-09,29.5,25.6,35.0,0.0,,130.0,5.5,,1009.0,
1590,2022-05-10,27.0,24.6,30.0,23.1,,134.0,4.6,,1008.6,
1591,2022-05-11,27.2,25.1,31.1,22.9,,317.0,4.3,,1008.0,
1592,2022-05-12,26.4,25.5,30.0,11.2,,126.0,4.2,,1006.9,
1593,2022-05-13,27.8,23.7,33.5,40.6,,197.0,4.7,,1006.1,
1594,2022-05-14,26.7,25.0,31.5,8.4,,94.0,4.3,,1007.7,
1595,2022-05-15,27.8,24.5,33.6,12.7,,119.0,3.6,,1008.4,
1596,2022-05-16,25.6,23.8,28.9,12.4,,69.0,4.8,,1009.9,
1597,2022-05-17,26.3,22.0,31.0,0.0,,99.0,4.9,,1010.7,
1598,2022-05-18,28.0,21.4,33.1,1.0,,120.0,4.9,,1010.6,
1599,2022-05-19,28.5,23.4,33.8,18.8,,119.0,6.2,,1009.9,
1600,2022-05-20,28.4,23.5,32.3,0.3,,125.0,5.9,,1008.0,
1601,2022-05-21,28.3,24.4,32.8,1.8,,128.0,7.9,,1005.0,
1602,2022-05-22,26.9,25.0,31.0,11.4,,147.0,9.2,,1002.6,
1603,2022-05-23,26.7,23.1,30.1,3.8,,161.0,6.1,,1003.3,
1604,2022-05-24,26.8,23.5,30.6,17.3,,131.0,5.7,,1007.1,
1605,2022-05-25,27.8,25.2,33.0,15.5,,139.0,4.4,,1007.0,
1606,2022-05-26,28.6,25.7,32.7,7.1,,,,,,
1607,2022-05-27,27.4,,33.6,39.6,,,,,,
1608,2022-05-28,27.5,24.9,31.5,1.0,,107.0,5.7,,1003.4,
1609,2022-05-29,27.1,23.7,31.8,12.4,,184.0,5.7,,1004.4,
1610,2022-05-30,29.4,24.5,34.1,1.3,,140.0,5.8,,1004.8,
1611,2022-05-31,27.7,23.9,33.0,0.0,,106.0,5.0,,1005.5,
1612,2022-06-01,28.3,25.0,33.7,0.0,,148.0,3.8,,1006.2,
1613,2022-06-02,27.7,24.0,34.1,4.3,,138.0,5.5,,1005.9,
1614,2022-06-03,25.9,24.2,30.9,35.3,,122.0,6.1,,1006.8,
1615,2022-06-04,26.3,23.9,30.6,11.4,,184.0,5.6,,1007.6,
1616,2022-06-05,28.3,23.5,32.9,6.6,,193.0,5.0,,1006.6,
1617,2022-06-06,28.0,23.9,33.5,9.1,,178.0,5.2,,1005.4,
1618,2022-06-07,27.2,23.4,31.2,13.2,,58.0,4.9,,1005.8,
1619,2022-06-08,27.4,23.8,29.8,24.4,,52.0,4.0,,1006.6,
1620,2022-06-09,30.4,25.7,35.0,0.0,,202.0,5.4,,1006.0,
1621,2022-06-10,29.4,24.5,34.0,0.8,,278.0,4.5,,1005.8,
1622,2022-06-11,28.4,25.1,31.9,11.2,,348.0,4.3,,1007.1,
1623,2022-06-12,28.6,26.4,32.5,2.0,,125.0,4.6,,1007.4,
1624,2022-06-13,28.7,23.4,33.7,1.5,,111.0,4.1,,1007.0,
1625,2022-06-14,29.3,24.1,34.1,17.3,,90.0,4.6,,1007.4,
1626,2022-06-15,25.7,23.0,28.7,67.1,,84.0,4.4,,1009.2,
1627,2022-06-16,28.4,25.0,33.0,9.1,,359.0,3.8,,1009.2,
1628,2022-06-17,29.4,24.4,34.8,0.3,,189.0,5.2,,1008.0,
1629,2022-06-18,29.7,24.0,33.9,14.5,,144.0,6.1,,1007.2,
1630,2022-06-19,30.0,25.0,35.0,0.0,,195.0,5.6,,1005.9,
1631,2022-06-20,29.6,25.9,35.0,0.3,,136.0,6.0,,1004.1,
1632,2022-06-21,30.6,26.9,34.5,3.3,,177.0,6.4,,1003.8,
1633,2022-06-22,29.7,24.6,33.7,5.4,,143.0,5.4,,1007.2,
1634,2022-06-23,29.3,23.7,34.5,5.8,,115.0,4.9,,1008.6,
1635,2022-06-24,28.9,23.5,35.3,17.8,,65.0,4.0,,1007.3,
1636,2022-06-25,28.9,24.5,32.7,17.5,,141.0,3.2,,1006.6,
1637,2022-06-26,28.5,23.3,32.5,0.0,,110.0,3.7,,1008.3,
1638,2022-06-27,29.8,26.0,35.0,0.0,,290.0,4.4,,1007.7,
1639,2022-06-28,29.4,26.3,34.5,10.2,,240.0,4.4,,1005.4,
1640,2022-06-29,30.9,26.3,35.6,5.0,,111.0,5.1,,1002.6,
1641,2022-06-30,28.9,24.8,33.0,0.8,,52.0,4.4,,1001.9,
1642,2022-07-01,27.5,24.2,31.7,18.8,,276.0,4.3,,1002.3,
1643,2022-07-02,27.4,24.5,30.1,56.1,,292.0,3.8,,1002.0,
1644,2022-07-03,28.0,25.4,32.8,9.4,,89.0,3.7,,1003.2,
1645,2022-07-04,28.6,24.0,31.9,1.8,,133.0,4.0,,1003.4,
1646,2022-07-05,29.7,26.1,33.4,1.5,,154.0,4.9,,1004.8,
1647,2022-07-06,28.1,23.9,32.5,0.5,,152.0,6.0,,1005.6,
1648,2022-07-07,25.5,24.0,29.7,56.9,,313.0,4.0,,1006.2,
1649,2022-07-08,27.1,24.4,31.0,3.6,,151.0,4.3,,1005.8,
1650,2022-07-09,27.5,24.2,30.3,1.8,,153.0,4.4,,1004.8,
1651,2022-07-10,27.1,25.0,33.5,16.3,,94.0,3.2,,1004.8,
1652,2022-07-11,27.4,25.1,30.2,23.1,,346.0,3.6,,1004.7,
1653,2022-07-12,27.2,23.6,31.2,45.2,,87.0,4.4,,1003.7,
1654,2022-07-13,28.6,25.0,35.5,5.6,,90.0,4.9,,1002.9,
1655,2022-07-14,27.3,25.1,31.5,13.2,,82.0,5.1,,1003.4,
1656,2022-07-15,28.3,25.3,31.7,1.5,,124.0,5.7,,1005.2,
1657,2022-07-16,29.4,25.4,33.5,0.0,,162.0,4.6,,1006.2,
1658,2022-07-17,29.6,25.4,32.7,9.2,,156.0,5.3,,1006.6,
1659,2022-07-18,30.5,24.2,34.7,9.4,,165.0,5.3,,1005.1,
1660,2022-07-19,29.3,24.3,34.5,1.0,,138.0,5.0,,1004.4,
1661,2022-07-20,29.3,24.1,33.4,0.0,,99.0,4.9,,1005.4,
1662,2022-07-21,25.8,23.9,29.3,25.1,,127.0,7.4,,1007.9,
1663,2022-07-22,27.9,23.8,32.0,8.4,,83.0,5.7,,1010.1,
1664,2022-07-23,29.4,25.4,33.9,0.0,,157.0,3.2,,1009.5,
1665,2022-07-24,30.1,26.0,34.5,0.0,,304.0,2.6,,1007.6,
1666,2022-07-25,31.3,27.2,35.2,0.0,,311.0,2.1,,1007.7,
1667,2022-07-26,31.0,25.6,36.4,3.9,,218.0,4.2,,1007.5,
1668,2022-07-27,30.1,26.4,34.5,3.6,,172.0,3.8,,1007.3,
1669,2022-07-28,30.1,24.8,36.3,3.0,,308.0,3.7,,1007.0,
1670,2022-07-29,30.4,25.2,35.1,2.3,,145.0,3.9,,1006.1,
1671,2022-07-30,28.8,24.3,34.9,2.8,,129.0,5.2,,1005.8,
1672,2022-07-31,28.0,23.8,32.2,2.5,,123.0,3.6,,1004.9,
1673,2022-08-01,28.6,25.4,33.1,9.0,,140.0,3.9,,1005.5,
1674,2022-08-02,29.2,24.8,33.6,3.6,,126.0,5.2,,1007.0,
1675,2022-08-03,28.8,26.0,34.2,14.5,,354.0,3.3,,1008.1,
1676,2022-08-04,28.3,24.9,33.0,64.8,,88.0,5.0,,1007.0,
1677,2022-08-05,25.7,24.2,28.5,59.4,,148.0,3.3,,1005.9,
1678,2022-08-06,26.6,24.6,29.9,23.1,,355.0,3.2,,1005.5,
1679,2022-08-07,26.1,24.4,28.4,4.6,,101.0,3.4,,1005.5,
1680,2022-08-08,26.9,23.3,30.5,6.4,,319.0,3.5,,1005.5,
1681,2022-08-09,27.4,24.3,32.2,3.8,,310.0,4.3,,1004.3,
1682,2022-08-10,28.6,24.5,32.1,2.0,,295.0,4.5,,1003.5,
1683,2022-08-11,26.9,23.1,31.3,174.2,,160.0,5.7,,1003.9,
1684,2022-08-12,26.8,23.5,30.5,57.2,,121.0,5.5,,1006.8,
1685,2022-08-13,27.6,24.9,31.2,2.3,,97.0,4.5,,1008.0,
1686,2022-08-14,27.3,23.8,32.8,17.5,,8.0,3.0,,1008.0,
1687,2022-08-15,28.9,25.5,34.0,11.9,,54.0,4.0,,1006.5,
1688,2022-08-16,28.4,25.5,32.0,12.6,,151.0,5.9,,1006.1,
1689,2022-08-17,27.1,25.6,31.8,1.3,,152.0,5.1,,1006.8,
1690,2022-08-18,26.3,23.2,31.1,9.1,,109.0,3.3,,1006.4,
1691,2022-08-19,27.8,24.8,33.2,40.9,,348.0,4.7,,1005.5,
1692,2022-08-20,25.8,23.5,29.6,29.5,,166.0,4.3,,1003.9,
1693,2022-08-21,26.2,24.0,28.5,9.1,,149.0,7.0,,1004.2,
1694,2022-08-22,29.1,25.5,32.6,0.3,,153.0,5.5,,1006.5,
1695,2022-08-23,30.2,25.5,34.8,7.1,,81.0,3.9,,1007.0,
1696,2022-08-24,27.5,23.4,31.7,62.5,,38.0,3.6,,1005.7,
1697,2022-08-25,27.1,25.5,29.5,15.7,,154.0,5.3,,1004.0,
1698,2022-08-26,25.8,24.6,30.0,19.8,,168.0,8.7,,1006.5,
1699,2022-08-27,27.9,24.4,32.4,0.8,,146.0,3.8,,1009.1,
1700,2022-08-28,29.9,24.5,34.6,0.0,,15.0,3.1,,1008.0,
1701,2022-08-29,31.3,25.2,35.7,0.1,,108.0,4.5,,1008.4,
1702,2022-08-30,30.4,26.5,34.9,3.8,,122.0,3.8,,1009.0,
1703,2022-08-31,28.5,23.9,33.9,6.6,,91.0,4.5,,1007.9,
1704,2022-09-01,27.3,25.1,32.0,6.4,,47.0,3.4,,1008.2,
1705,2022-09-02,29.2,25.2,33.0,0.8,,17.0,2.7,,1008.2,
1706,2022-09-03,29.1,25.7,32.6,0.0,,42.0,3.3,,1006.9,
1707,2022-09-04,29.4,23.8,34.0,50.3,,62.0,3.8,,1007.4,
1708,2022-09-05,28.2,23.7,32.5,45.2,,86.0,4.5,,1008.2,
1709,2022-09-06,29.0,23.1,33.6,1.0,,73.0,3.5,,1008.2,
1710,2022-09-07,27.2,23.9,31.0,0.3,,73.0,3.0,,1009.2,
1711,2022-09-08,27.6,24.0,31.4,2.0,,54.0,3.3,,1009.7,
1712,2022-09-09,27.9,25.5,30.9,0.3,,102.0,5.5,,1010.6,
